...1,Time,Cycle,Phase,Cell_types,Density,Host,Genotype,Genotype_plot
46917,67,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
46918,67,1,growth,A2,0,nalR,Ancestor,Ancestor
46919,67,1,growth,M2,0,nalR,Mutant,Mutant
46920,67,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
47615,68,1,growth,A1,1000882841.73707,rifR,Ancestor,Ancestor
47616,68,1,growth,M1,118159.262925273,rifR,Mutant,Mutant
47617,68,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
47618,68,1,growth,A2,0,nalR,Ancestor,Ancestor
47619,68,1,growth,M2,0,nalR,Mutant,Mutant
47620,68,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
48315,69,1,growth,A1,1000882841.73707,rifR,Ancestor,Ancestor
48316,69,1,growth,M1,118159.262925273,rifR,Mutant,Mutant
48317,69,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
48318,69,1,growth,A2,0,nalR,Ancestor,Ancestor
48319,69,1,growth,M2,0,nalR,Mutant,Mutant
48320,69,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
49015,70,1,growth,A1,1000882841.73707,rifR,Ancestor,Ancestor
49016,70,1,growth,M1,118159.262925273,rifR,Mutant,Mutant
49017,70,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
49018,70,1,growth,A2,0,nalR,Ancestor,Ancestor
49019,70,1,growth,M2,0,nalR,Mutant,Mutant
49020,70,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
49715,71,1,growth,A1,1000882841.73707,rifR,Ancestor,Ancestor
49716,71,1,growth,M1,118159.262925273,rifR,Mutant,Mutant
49717,71,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
49718,71,1,growth,A2,0,nalR,Ancestor,Ancestor
49719,71,1,growth,M2,0,nalR,Mutant,Mutant
49720,71,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
50415,72,1,growth,A1,1000882841.73707,rifR,Ancestor,Ancestor
50416,72,1,growth,M1,118159.262925273,rifR,Mutant,Mutant
50417,72,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
50418,72,1,growth,A2,0,nalR,Ancestor,Ancestor
50419,72,1,growth,M2,0,nalR,Mutant,Mutant
50420,72,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
50422,72,1,growth,A1,1000882.84173707,rifR,Ancestor,Ancestor
50423,72,1,growth,M1,118.159262925273,rifR,Mutant,Mutant
50424,72,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
50425,72,1,growth,A2,0,nalR,Ancestor,Ancestor
50426,72,1,growth,M2,0,nalR,Mutant,Mutant
50427,72,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
51122,73,1,growth,A1,1601693.05181757,rifR,Ancestor,Ancestor
51123,73,1,growth,M1,218.539942311736,rifR,Mutant,Mutant
51124,73,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
51125,73,1,growth,A2,0,nalR,Ancestor,Ancestor
51126,73,1,growth,M2,0,nalR,Mutant,Mutant
51127,73,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
51822,74,1,growth,A1,2563148.64587156,rifR,Ancestor,Ancestor
51823,74,1,growth,M1,404.195854143272,rifR,Mutant,Mutant
51824,74,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
51825,74,1,growth,A2,0,nalR,Ancestor,Ancestor
51826,74,1,growth,M2,0,nalR,Mutant,Mutant
51827,74,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
52522,75,1,growth,A1,4101718.1628551,rifR,Ancestor,Ancestor
52523,75,1,growth,M1,747.566179671824,rifR,Mutant,Mutant
52524,75,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
52525,75,1,growth,A2,0,nalR,Ancestor,Ancestor
52526,75,1,growth,M2,0,nalR,Mutant,Mutant
52527,75,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
53222,76,1,growth,A1,6563777.61972262,rifR,Ancestor,Ancestor
53223,76,1,growth,M1,1382.61809045305,rifR,Mutant,Mutant
53224,76,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
53225,76,1,growth,A2,0,nalR,Ancestor,Ancestor
53226,76,1,growth,M2,0,nalR,Mutant,Mutant
53227,76,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
53922,77,1,growth,A1,10503535.31803,rifR,Ancestor,Ancestor
53923,77,1,growth,M1,2557.09261563505,rifR,Mutant,Mutant
53924,77,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
53925,77,1,growth,A2,0,nalR,Ancestor,Ancestor
53926,77,1,growth,M2,0,nalR,Mutant,Mutant
53927,77,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
54622,78,1,growth,A1,16807642.8870305,rifR,Ancestor,Ancestor
54623,78,1,growth,M1,4729.08566778053,rifR,Mutant,Mutant
54624,78,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
54625,78,1,growth,A2,0,nalR,Ancestor,Ancestor
54626,78,1,growth,M2,0,nalR,Mutant,Mutant
54627,78,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
55322,79,1,growth,A1,26894369.8537913,rifR,Ancestor,Ancestor
55323,79,1,growth,M1,8745.52755322468,rifR,Mutant,Mutant
55324,79,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
55325,79,1,growth,A2,0,nalR,Ancestor,Ancestor
55326,79,1,growth,M2,0,nalR,Mutant,Mutant
55327,79,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
56022,80,1,growth,A1,43031704.3349856,rifR,Ancestor,Ancestor
56023,80,1,growth,M1,16171.8256613096,rifR,Mutant,Mutant
56024,80,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
56025,80,1,growth,A2,0,nalR,Ancestor,Ancestor
56026,80,1,growth,M2,0,nalR,Mutant,Mutant
56027,80,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
56722,81,1,growth,A1,68844673.2963654,rifR,Ancestor,Ancestor
56723,81,1,growth,M1,29900.1097893143,rifR,Mutant,Mutant
56724,81,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
56725,81,1,growth,A2,0,nalR,Ancestor,Ancestor
56726,81,1,growth,M2,0,nalR,Mutant,Mutant
56727,81,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
57422,82,1,growth,A1,110122295.666814,rifR,Ancestor,Ancestor
57423,82,1,growth,M1,55269.5634578165,rifR,Mutant,Mutant
57424,82,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
57425,82,1,growth,A2,0,nalR,Ancestor,Ancestor
57426,82,1,growth,M2,0,nalR,Mutant,Mutant
57427,82,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
58122,83,1,growth,A1,176094115.299349,rifR,Ancestor,Ancestor
58123,83,1,growth,M1,102122.731681558,rifR,Mutant,Mutant
58124,83,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
58125,83,1,growth,A2,0,nalR,Ancestor,Ancestor
58126,83,1,growth,M2,0,nalR,Mutant,Mutant
58127,83,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
58822,84,1,growth,A1,281422831.754825,rifR,Ancestor,Ancestor
58823,84,1,growth,M1,188549.511645607,rifR,Mutant,Mutant
58824,84,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
58825,84,1,growth,A2,0,nalR,Ancestor,Ancestor
58826,84,1,growth,M2,0,nalR,Mutant,Mutant
58827,84,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
59522,85,1,growth,A1,449182946.970935,rifR,Ancestor,Ancestor
59523,85,1,growth,M1,347543.251440142,rifR,Mutant,Mutant
59524,85,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
59525,85,1,growth,A2,0,nalR,Ancestor,Ancestor
59526,85,1,growth,M2,0,nalR,Mutant,Mutant
59527,85,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
60222,86,1,growth,A1,714212724.258502,rifR,Ancestor,Ancestor
60223,86,1,growth,M1,637416.471558002,rifR,Mutant,Mutant
60224,86,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
60225,86,1,growth,A2,0,nalR,Ancestor,Ancestor
60226,86,1,growth,M2,0,nalR,Mutant,Mutant
60227,86,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
60922,87,1,growth,A1,1000011028.65091,rifR,Ancestor,Ancestor
60923,87,1,growth,M1,989961.512801746,rifR,Mutant,Mutant
60924,87,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
60925,87,1,growth,A2,0,nalR,Ancestor,Ancestor
60926,87,1,growth,M2,0,nalR,Mutant,Mutant
60927,87,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
61622,88,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
61623,88,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
61624,88,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
61625,88,1,growth,A2,0,nalR,Ancestor,Ancestor
61626,88,1,growth,M2,0,nalR,Mutant,Mutant
61627,88,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
62322,89,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
62323,89,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
62324,89,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
62325,89,1,growth,A2,0,nalR,Ancestor,Ancestor
62326,89,1,growth,M2,0,nalR,Mutant,Mutant
62327,89,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
63022,90,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
63023,90,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
63024,90,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
63025,90,1,growth,A2,0,nalR,Ancestor,Ancestor
63026,90,1,growth,M2,0,nalR,Mutant,Mutant
63027,90,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
63722,91,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
63723,91,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
63724,91,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
63725,91,1,growth,A2,0,nalR,Ancestor,Ancestor
63726,91,1,growth,M2,0,nalR,Mutant,Mutant
63727,91,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
64422,92,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
64423,92,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
64424,92,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
64425,92,1,growth,A2,0,nalR,Ancestor,Ancestor
64426,92,1,growth,M2,0,nalR,Mutant,Mutant
64427,92,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
65122,93,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
65123,93,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
65124,93,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
65125,93,1,growth,A2,0,nalR,Ancestor,Ancestor
65126,93,1,growth,M2,0,nalR,Mutant,Mutant
65127,93,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
65822,94,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
65823,94,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
65824,94,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
65825,94,1,growth,A2,0,nalR,Ancestor,Ancestor
65826,94,1,growth,M2,0,nalR,Mutant,Mutant
65827,94,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
66522,95,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
66523,95,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
66524,95,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
66525,95,1,growth,A2,0,nalR,Ancestor,Ancestor
66526,95,1,growth,M2,0,nalR,Mutant,Mutant
66527,95,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
67222,96,1,growth,A1,1000011039.47418,rifR,Ancestor,Ancestor
67223,96,1,growth,M1,989961.526825137,rifR,Mutant,Mutant
67224,96,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
67225,96,1,growth,A2,0,nalR,Ancestor,Ancestor
67226,96,1,growth,M2,0,nalR,Mutant,Mutant
67227,96,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
67229,96,1,growth,A1,1000011.03947418,rifR,Ancestor,Ancestor
67230,96,1,growth,M1,989.961526825137,rifR,Mutant,Mutant
67231,96,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
67232,96,1,growth,A2,0,nalR,Ancestor,Ancestor
67233,96,1,growth,M2,0,nalR,Mutant,Mutant
67234,96,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
67929,97,1,growth,A1,1600297.9231962,rifR,Ancestor,Ancestor
67930,97,1,growth,M1,1830.97058570331,rifR,Mutant,Mutant
67931,97,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
67932,97,1,growth,A2,0,nalR,Ancestor,Ancestor
67933,97,1,growth,M2,0,nalR,Mutant,Mutant
67934,97,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
68629,98,1,growth,A1,2560916.05173928,rifR,Ancestor,Ancestor
68630,98,1,growth,M1,3386.43229229936,rifR,Mutant,Mutant
68631,98,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
68632,98,1,growth,A2,0,nalR,Ancestor,Ancestor
68633,98,1,growth,M2,0,nalR,Mutant,Mutant
68634,98,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
69329,99,1,growth,A1,4098145.39548734,rifR,Ancestor,Ancestor
69330,99,1,growth,M1,6263.25630511026,rifR,Mutant,Mutant
69331,99,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
69332,99,1,growth,A2,0,nalR,Ancestor,Ancestor
69333,99,1,growth,M2,0,nalR,Mutant,Mutant
69334,99,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
70029,100,1,growth,A1,6558060.20243499,rifR,Ancestor,Ancestor
70030,100,1,growth,M1,11583.8457471318,rifR,Mutant,Mutant
70031,100,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
70032,100,1,growth,A2,0,nalR,Ancestor,Ancestor
70033,100,1,growth,M2,0,nalR,Mutant,Mutant
70034,100,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
70729,101,1,growth,A1,10494385.8166573,rifR,Ancestor,Ancestor
70730,101,1,growth,M1,21423.8229558307,rifR,Mutant,Mutant
70731,101,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
70732,101,1,growth,A2,0,nalR,Ancestor,Ancestor
70733,101,1,growth,M2,0,nalR,Mutant,Mutant
70734,101,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
71429,102,1,growth,A1,16793000.8081128,rifR,Ancestor,Ancestor
71430,102,1,growth,M1,39621.2027795246,rifR,Mutant,Mutant
71431,102,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
71432,102,1,growth,A2,0,nalR,Ancestor,Ancestor
71433,102,1,growth,M2,0,nalR,Mutant,Mutant
71434,102,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
72129,103,1,growth,A1,26870936.8351317,rifR,Ancestor,Ancestor
72130,103,1,growth,M1,73271.7232134246,rifR,Mutant,Mutant
72131,103,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
72132,103,1,growth,A2,0,nalR,Ancestor,Ancestor
72133,103,1,growth,M2,0,nalR,Mutant,Mutant
72134,103,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
72829,104,1,growth,A1,42994198.2593851,rifR,Ancestor,Ancestor
72830,104,1,growth,M1,135490.634699543,rifR,Mutant,Mutant
72831,104,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
72832,104,1,growth,A2,0,nalR,Ancestor,Ancestor
72833,104,1,growth,M2,0,nalR,Mutant,Mutant
72834,104,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
73529,105,1,growth,A1,68784627.180409,rifR,Ancestor,Ancestor
73530,105,1,growth,M1,250508.614808572,rifR,Mutant,Mutant
73531,105,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
73532,105,1,growth,A2,0,nalR,Ancestor,Ancestor
73533,105,1,growth,M2,0,nalR,Mutant,Mutant
73534,105,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
74229,106,1,growth,A1,110026107.596217,rifR,Ancestor,Ancestor
74230,106,1,growth,M1,463057.791393011,rifR,Mutant,Mutant
74231,106,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
74232,106,1,growth,A2,0,nalR,Ancestor,Ancestor
74233,106,1,growth,M2,0,nalR,Mutant,Mutant
74234,106,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
74929,107,1,growth,A1,175939815.820401,rifR,Ancestor,Ancestor
74930,107,1,growth,M1,855598.496871244,rifR,Mutant,Mutant
74931,107,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
74932,107,1,growth,A2,0,nalR,Ancestor,Ancestor
74933,107,1,growth,M2,0,nalR,Mutant,Mutant
74934,107,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
75629,108,1,growth,A1,281174395.812643,rifR,Ancestor,Ancestor
75630,108,1,growth,M1,1579680.5805056,rifR,Mutant,Mutant
75631,108,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
75632,108,1,growth,A2,0,nalR,Ancestor,Ancestor
75633,108,1,growth,M2,0,nalR,Mutant,Mutant
75634,108,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
76329,109,1,growth,A1,448778079.421735,rifR,Ancestor,Ancestor
76330,109,1,growth,M1,2911670.22239677,rifR,Mutant,Mutant
76331,109,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
76332,109,1,growth,A2,0,nalR,Ancestor,Ancestor
76333,109,1,growth,M2,0,nalR,Mutant,Mutant
76334,109,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
77029,110,1,growth,A1,713507157.25562,rifR,Ancestor,Ancestor
77030,110,1,growth,M1,5339584.12098022,rifR,Mutant,Mutant
77031,110,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
77032,110,1,growth,A2,0,nalR,Ancestor,Ancestor
77033,110,1,growth,M2,0,nalR,Mutant,Mutant
77034,110,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
77729,111,1,growth,A1,992775931.923287,rifR,Ancestor,Ancestor
77730,111,1,growth,M1,8225064.83667675,rifR,Mutant,Mutant
77731,111,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
77732,111,1,growth,A2,0,nalR,Ancestor,Ancestor
77733,111,1,growth,M2,0,nalR,Mutant,Mutant
77734,111,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
78429,112,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
78430,112,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
78431,112,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
78432,112,1,growth,A2,0,nalR,Ancestor,Ancestor
78433,112,1,growth,M2,0,nalR,Mutant,Mutant
78434,112,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
79129,113,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
79130,113,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
79131,113,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
79132,113,1,growth,A2,0,nalR,Ancestor,Ancestor
79133,113,1,growth,M2,0,nalR,Mutant,Mutant
79134,113,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
79829,114,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
79830,114,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
79831,114,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
79832,114,1,growth,A2,0,nalR,Ancestor,Ancestor
79833,114,1,growth,M2,0,nalR,Mutant,Mutant
79834,114,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
80529,115,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
80530,115,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
80531,115,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
80532,115,1,growth,A2,0,nalR,Ancestor,Ancestor
80533,115,1,growth,M2,0,nalR,Mutant,Mutant
80534,115,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
81229,116,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
81230,116,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
81231,116,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
81232,116,1,growth,A2,0,nalR,Ancestor,Ancestor
81233,116,1,growth,M2,0,nalR,Mutant,Mutant
81234,116,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
81929,117,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
81930,117,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
81931,117,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
81932,117,1,growth,A2,0,nalR,Ancestor,Ancestor
81933,117,1,growth,M2,0,nalR,Mutant,Mutant
81934,117,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
82629,118,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
82630,118,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
82631,118,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
82632,118,1,growth,A2,0,nalR,Ancestor,Ancestor
82633,118,1,growth,M2,0,nalR,Mutant,Mutant
82634,118,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
83329,119,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
83330,119,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
83331,119,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
83332,119,1,growth,A2,0,nalR,Ancestor,Ancestor
83333,119,1,growth,M2,0,nalR,Mutant,Mutant
83334,119,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
84029,120,1,growth,A1,992775936.11883,rifR,Ancestor,Ancestor
84030,120,1,growth,M1,8225064.8821711,rifR,Mutant,Mutant
84031,120,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
84032,120,1,growth,A2,0,nalR,Ancestor,Ancestor
84033,120,1,growth,M2,0,nalR,Mutant,Mutant
84034,120,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
84036,120,1,growth,A1,992775.93611883,rifR,Ancestor,Ancestor
84037,120,1,growth,M1,8225.0648821711,rifR,Mutant,Mutant
84038,120,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
84039,120,1,growth,A2,0,nalR,Ancestor,Ancestor
84040,120,1,growth,M2,0,nalR,Mutant,Mutant
84041,120,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
84736,121,1,growth,A1,1588719.72460714,rifR,Ancestor,Ancestor
84737,121,1,growth,M1,15212.5626987881,rifR,Mutant,Mutant
84738,121,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
84739,121,1,growth,A2,0,nalR,Ancestor,Ancestor
84740,121,1,growth,M2,0,nalR,Mutant,Mutant
84741,121,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
85436,122,1,growth,A1,2542387.71152734,rifR,Ancestor,Ancestor
85437,122,1,growth,M1,28136.0677336389,rifR,Mutant,Mutant
85438,122,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
85439,122,1,growth,A2,0,nalR,Ancestor,Ancestor
85440,122,1,growth,M2,0,nalR,Mutant,Mutant
85441,122,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
86136,123,1,growth,A1,4068494.93430117,rifR,Ancestor,Ancestor
86137,123,1,growth,M1,52038.0675449859,rifR,Mutant,Mutant
86138,123,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
86139,123,1,growth,A2,0,nalR,Ancestor,Ancestor
86140,123,1,growth,M2,0,nalR,Mutant,Mutant
86141,123,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
86836,124,1,growth,A1,6510611.25893859,rifR,Ancestor,Ancestor
86837,124,1,growth,M1,96244.0022817708,rifR,Mutant,Mutant
86838,124,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
86839,124,1,growth,A2,0,nalR,Ancestor,Ancestor
86840,124,1,growth,M2,0,nalR,Mutant,Mutant
86841,124,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
87536,125,1,growth,A1,10418453.9712041,rifR,Ancestor,Ancestor
87537,125,1,growth,M1,177999.068427814,rifR,Mutant,Mutant
87538,125,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
87539,125,1,growth,A2,0,nalR,Ancestor,Ancestor
87540,125,1,growth,M2,0,nalR,Mutant,Mutant
87541,125,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
88236,126,1,growth,A1,16671486.0572589,rifR,Ancestor,Ancestor
88237,126,1,growth,M1,329191.105460667,rifR,Mutant,Mutant
88238,126,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
88239,126,1,growth,A2,0,nalR,Ancestor,Ancestor
88240,126,1,growth,M2,0,nalR,Mutant,Mutant
88241,126,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
88936,127,1,growth,A1,26676466.2410465,rifR,Ancestor,Ancestor
88937,127,1,growth,M1,608774.105801958,rifR,Mutant,Mutant
88938,127,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
88939,127,1,growth,A2,0,nalR,Ancestor,Ancestor
88940,127,1,growth,M2,0,nalR,Mutant,Mutant
88941,127,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
89636,128,1,growth,A1,42682936.1715547,rifR,Ancestor,Ancestor
89637,128,1,growth,M1,1125712.94235822,rifR,Mutant,Mutant
89638,128,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
89639,128,1,growth,A2,0,nalR,Ancestor,Ancestor
89640,128,1,growth,M2,0,nalR,Mutant,Mutant
89641,128,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
90336,129,1,growth,A1,68286308.2006639,rifR,Ancestor,Ancestor
90337,129,1,growth,M1,2081316.80334265,rifR,Mutant,Mutant
90338,129,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
90339,129,1,growth,A2,0,nalR,Ancestor,Ancestor
90340,129,1,growth,M2,0,nalR,Mutant,Mutant
90341,129,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
91036,130,1,growth,A1,109227855.456456,rifR,Ancestor,Ancestor
91037,130,1,growth,M1,3847199.64763042,rifR,Mutant,Mutant
91038,130,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
91039,130,1,growth,A2,0,nalR,Ancestor,Ancestor
91040,130,1,growth,M2,0,nalR,Mutant,Mutant
91041,130,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
91736,131,1,growth,A1,174659317.896926,rifR,Ancestor,Ancestor
91737,131,1,growth,M1,7108311.17472243,rifR,Mutant,Mutant
91738,131,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
91739,131,1,growth,A2,0,nalR,Ancestor,Ancestor
91740,131,1,growth,M2,0,nalR,Mutant,Mutant
91741,131,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
92436,132,1,growth,A1,279112643.571342,rifR,Ancestor,Ancestor
92437,132,1,growth,M1,13123040.7840334,rifR,Mutant,Mutant
92438,132,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
92439,132,1,growth,A2,0,nalR,Ancestor,Ancestor
92440,132,1,growth,M2,0,nalR,Mutant,Mutant
92441,132,1,growth,F2,0,nalR,Plasmid-free,Plasmid-free
93136,133,1,growth,A1,445416935.45377,rifR,Ancestor,Ancestor
93137,133,1,growth,M1,24183416.9246564,rifR,Mutant,Mutant
93138,133,1,growth,F1,0,rifR,Plasmid-free,Plasmid-free
93139,133,1,growth,A2,0,nalR,Ancestor,Ancestor
